article_id,is_propaganda,afiin_score
728148675,non-propaganda,-26.0
731380754,non-propaganda,-26.0
731382738,non-propaganda,-85.0
727790277,non-propaganda,-48.0
730586419,non-propaganda,-7.0
732995455,non-propaganda,10.0
728865160,non-propaganda,-31.0
728966609,non-propaganda,-36.0
728966728,non-propaganda,-52.0
732412627,non-propaganda,21.0
732413319,non-propaganda,-13.0
732413521,non-propaganda,-9.0
729232999,non-propaganda,-32.0
729701407,non-propaganda,-24.0
729701732,non-propaganda,-16.0
732981985,non-propaganda,-87.0
731230158,non-propaganda,-41.0
731230269,non-propaganda,-27.0
731231282,non-propaganda,-40.0
731231345,non-propaganda,-1.0
729825499,non-propaganda,-22.0
729825910,non-propaganda,-18.0
732217395,non-propaganda,6.0
732231698,non-propaganda,-31.0
729043653,non-propaganda,-13.0
730074020,non-propaganda,-2.0
728910499,non-propaganda,-20.0
734413128,non-propaganda,-2.0
734026641,non-propaganda,-10.0
734026914,non-propaganda,6.0
734026920,non-propaganda,-23.0
734027080,non-propaganda,-23.0
734027205,non-propaganda,-43.0
733494288,non-propaganda,-38.0
731790604,non-propaganda,-20.0
729286239,non-propaganda,-2.0
731186253,non-propaganda,-25.0
733451507,non-propaganda,10.0
733452095,non-propaganda,0.0
733452292,non-propaganda,-2.0
733452293,non-propaganda,10.0
727849544,non-propaganda,-5.0
730697766,non-propaganda,-2.0
734317855,non-propaganda,5.0
733206936,non-propaganda,4.0
733209831,non-propaganda,-10.0
732760891,non-propaganda,-1.0
732761245,non-propaganda,4.0
732761370,non-propaganda,-1.0
732762743,non-propaganda,-34.0
731868411,non-propaganda,-13.0
731868923,non-propaganda,-20.0
732173373,non-propaganda,12.0
733296741,non-propaganda,9.0
732165852,non-propaganda,20.0
732227769,non-propaganda,-39.0
728951502,non-propaganda,-65.0
732326695,non-propaganda,16.0
730536638,non-propaganda,-33.0
728345015,non-propaganda,-9.0
728330788,non-propaganda,-80.0
728670318,non-propaganda,-69.0
732680585,non-propaganda,20.0
732680684,non-propaganda,-2.0
732680701,non-propaganda,-28.0
732480229,non-propaganda,7.0
732692307,non-propaganda,-11.0
732340434,non-propaganda,-36.0
729324083,non-propaganda,-19.0
733731702,non-propaganda,-4.0
730816521,non-propaganda,-18.0
728916039,non-propaganda,5.0
727913739,non-propaganda,-11.0
734490637,non-propaganda,-14.0
733558992,non-propaganda,-11.0
731882115,non-propaganda,-41.0
734136903,non-propaganda,-19.0
733242813,non-propaganda,-19.0
731676050,non-propaganda,-58.0
731676655,non-propaganda,-35.0
729802758,non-propaganda,-32.0
727714757,non-propaganda,-38.0
732812190,non-propaganda,-43.0
733123418,non-propaganda,3.0
731365769,non-propaganda,-14.0
733228378,non-propaganda,-29.0
731082244,non-propaganda,-2.0
729142766,non-propaganda,-27.0
730866059,non-propaganda,19.0
731097095,non-propaganda,-10.0
731097335,non-propaganda,-57.0
731097478,non-propaganda,-87.0
731097491,non-propaganda,-13.0
731098340,non-propaganda,-11.0
728305832,non-propaganda,-100.0
731170727,non-propaganda,-11.0
728532781,non-propaganda,-23.0
728533731,non-propaganda,3.0
728533883,non-propaganda,15.0
727871993,non-propaganda,-9.0
727872062,non-propaganda,-23.0
727872263,non-propaganda,-52.0
727872367,non-propaganda,-10.0
727872368,non-propaganda,-25.0
727872638,non-propaganda,-20.0
728639062,non-propaganda,-25.0
728639800,non-propaganda,-59.0
732822386,non-propaganda,7.0
728836982,non-propaganda,-17.0
732958865,non-propaganda,-35.0
732959717,non-propaganda,-6.0
731388123,non-propaganda,-87.0
731388194,non-propaganda,-9.0
731388243,non-propaganda,-69.0
731388406,non-propaganda,9.0
731389441,non-propaganda,-26.0
731389822,non-propaganda,3.0
733683634,non-propaganda,32.0
733683736,non-propaganda,0.0
733684525,non-propaganda,13.0
733684793,non-propaganda,-12.0
733684854,non-propaganda,4.0
727801954,non-propaganda,6.0
727802294,non-propaganda,4.0
734326008,non-propaganda,-12.0
727972390,non-propaganda,-12.0
731823930,non-propaganda,-9.0
734019295,non-propaganda,20.0
727823243,non-propaganda,-7.0
727823762,non-propaganda,-8.0
732793968,non-propaganda,-89.0
731656751,non-propaganda,-4.0
731657535,non-propaganda,-18.0
728280605,non-propaganda,3.0
732176764,non-propaganda,-24.0
729463045,non-propaganda,10.0
729464030,non-propaganda,-2.0
733090089,non-propaganda,-27.0
731425635,non-propaganda,11.0
729408748,non-propaganda,-31.0
734450202,non-propaganda,-52.0
729665144,non-propaganda,1.0
729666294,non-propaganda,0.0
728198639,non-propaganda,-25.0
727305402,non-propaganda,-26.0
727305608,non-propaganda,-18.0
727306559,non-propaganda,-56.0
729765714,non-propaganda,-39.0
732715992,non-propaganda,-108.0
732716947,non-propaganda,2.0
731241365,non-propaganda,-6.0
730088898,non-propaganda,9.0
730089515,non-propaganda,0.0
732186226,non-propaganda,-52.0
727539380,non-propaganda,-22.0
727885203,non-propaganda,0.0
727886053,non-propaganda,-12.0
728597431,non-propaganda,-32.0
728597527,non-propaganda,-42.0
728598062,non-propaganda,-69.0
734078898,non-propaganda,-11.0
729504680,non-propaganda,-44.0
732289193,non-propaganda,-1.0
731066863,non-propaganda,-27.0
734302152,non-propaganda,-29.0
727407672,non-propaganda,-3.0
727408554,non-propaganda,-8.0
727408912,non-propaganda,-4.0
727409170,non-propaganda,-3.0
733271511,non-propaganda,1.0
733271512,non-propaganda,-3.0
733272740,non-propaganda,-2.0
733417451,non-propaganda,1.0
731309119,non-propaganda,-2.0
728723534,non-propaganda,3.0
733093752,non-propaganda,-13.0
731197835,non-propaganda,1.0
730367256,non-propaganda,1.0
730932775,non-propaganda,0.0
727806407,non-propaganda,-2.0
732547883,non-propaganda,0.0
733471817,non-propaganda,-5.0
729700455,non-propaganda,1.0
727445609,non-propaganda,0.0
733531299,non-propaganda,5.0
727723524,non-propaganda,-2.0
730391491,non-propaganda,-3.0
734145038,non-propaganda,0.0
728619963,non-propaganda,0.0
730699611,non-propaganda,0.0
733696508,non-propaganda,0.0
734202010,non-propaganda,-15.0
730741384,non-propaganda,0.0
729424838,non-propaganda,0.0
728522476,non-propaganda,-80.0
728350571,non-propaganda,0.0
731827855,non-propaganda,0.0
729814635,non-propaganda,-11.0
730221773,non-propaganda,-50.0
728504695,non-propaganda,36.0
728513894,non-propaganda,-1.0
732605133,non-propaganda,1.0
731346123,non-propaganda,-18.0
728544372,non-propaganda,8.0
733130897,non-propaganda,-17.0
733130898,non-propaganda,-17.0
731890883,non-propaganda,0.0
731890966,non-propaganda,-9.0
731947018,non-propaganda,-3.0
730090998,non-propaganda,3.0
727864593,non-propaganda,-3.0
727864907,non-propaganda,-8.0
729194179,non-propaganda,8.0
732499174,non-propaganda,-1.0
731496397,non-propaganda,-8.0
732507252,non-propaganda,-23.0
731892888,non-propaganda,-11.0
734163734,non-propaganda,0.0
730808611,non-propaganda,-8.0
728589037,non-propaganda,-16.0
728589835,non-propaganda,13.0
728590349,non-propaganda,-11.0
733673652,non-propaganda,1.0
728272078,non-propaganda,78.0
733053148,non-propaganda,-11.0
733053499,non-propaganda,-21.0
732464204,non-propaganda,-23.0
731034224,non-propaganda,-15.0
734341066,non-propaganda,9.0
730709599,non-propaganda,-26.0
730598474,non-propaganda,-4.0
733892654,non-propaganda,0.0
733892699,non-propaganda,-17.0
733893110,non-propaganda,-2.0
733705442,non-propaganda,1.0
727679946,non-propaganda,-22.0
727679997,non-propaganda,-14.0
733935781,non-propaganda,-20.0
728491274,non-propaganda,14.0
734029725,non-propaganda,23.0
734029740,non-propaganda,28.0
734031012,non-propaganda,-25.0
730078244,non-propaganda,-25.0
727542627,non-propaganda,-2.0
727380793,non-propaganda,-7.0
727380873,non-propaganda,-9.0
730851546,non-propaganda,-17.0
730851562,non-propaganda,-14.0
730852688,non-propaganda,8.0
730084851,non-propaganda,0.0
734466693,non-propaganda,0.0
728690585,non-propaganda,0.0
732703999,non-propaganda,-23.0
731605948,non-propaganda,-5.0
731606346,non-propaganda,-18.0
730889875,non-propaganda,1.0
730890742,non-propaganda,1.0
733324114,non-propaganda,-30.0
733324317,non-propaganda,-10.0
734390914,non-propaganda,-15.0
727218217,non-propaganda,4.0
727218218,non-propaganda,-24.0
727218642,non-propaganda,-1.0
727218688,non-propaganda,-4.0
731503656,non-propaganda,-2.0
731503907,non-propaganda,-10.0
731739189,non-propaganda,2.0
730296000,non-propaganda,-10.0
730729197,non-propaganda,4.0
729415483,non-propaganda,-4.0
732781647,non-propaganda,9.0
727479704,non-propaganda,-8.0
734233063,non-propaganda,3.0
734233064,non-propaganda,-18.0
730168358,non-propaganda,-25.0
730168626,non-propaganda,0.0
727168812,non-propaganda,6.0
727169809,non-propaganda,-7.0
734051588,non-propaganda,10.0
730707126,non-propaganda,23.0
727437722,non-propaganda,0.0
732867887,non-propaganda,1.0
727890532,non-propaganda,-13.0
727321807,non-propaganda,-3.0
727606730,non-propaganda,55.0
727607153,non-propaganda,-5.0
727607308,non-propaganda,39.0
733372336,non-propaganda,0.0
733372986,non-propaganda,-51.0
727497275,non-propaganda,7.0
730818288,non-propaganda,-17.0
727273778,non-propaganda,-51.0
727273818,non-propaganda,-10.0
727273997,non-propaganda,-4.0
727274086,non-propaganda,-1.0
727274090,non-propaganda,-13.0
727274205,non-propaganda,-29.0
727274666,non-propaganda,-7.0
730795893,non-propaganda,9.0
732667970,non-propaganda,5.0
732668573,non-propaganda,-5.0
732668575,non-propaganda,17.0
732669479,non-propaganda,-9.0
732836580,non-propaganda,-20.0
729852433,non-propaganda,-20.0
733479680,non-propaganda,6.0
730209187,non-propaganda,6.0
732423931,non-propaganda,19.0
733871169,non-propaganda,15.0
729144465,non-propaganda,25.0
729440283,non-propaganda,-26.0
729440284,non-propaganda,-11.0
729440285,non-propaganda,2.0
729440287,non-propaganda,-17.0
729442315,non-propaganda,-3.0
727373726,non-propaganda,3.0
731388771,non-propaganda,-15.0
731390002,non-propaganda,-41.0
732793767,non-propaganda,-4.0
732793769,non-propaganda,-19.0
732793775,non-propaganda,-6.0
732793777,non-propaganda,-13.0
732793780,non-propaganda,4.0
732793886,non-propaganda,3.0
732794979,non-propaganda,-6.0
731879635,non-propaganda,28.0
730237012,non-propaganda,-28.0
730237013,non-propaganda,7.0
730237014,non-propaganda,9.0
730237224,non-propaganda,15.0
730237225,non-propaganda,-4.0
730238326,non-propaganda,-53.0
727500815,non-propaganda,-10.0
727500978,non-propaganda,1.0
731518012,non-propaganda,-27.0
733150270,non-propaganda,-32.0
729260408,non-propaganda,26.0
733167194,non-propaganda,8.0
732093227,non-propaganda,-12.0
733195299,non-propaganda,-25.0
733195301,non-propaganda,6.0
733195302,non-propaganda,7.0
733196379,non-propaganda,-32.0
733197006,non-propaganda,-21.0
732304228,non-propaganda,29.0
728896827,non-propaganda,-30.0
732503934,non-propaganda,-37.0
730285357,non-propaganda,-14.0
730473093,non-propaganda,-72.0
731462208,non-propaganda,-4.0
731462809,non-propaganda,6.0
731462840,non-propaganda,4.0
730602149,non-propaganda,-21.0
730602163,non-propaganda,12.0
730603116,non-propaganda,3.0
730603123,non-propaganda,-10.0
730603124,non-propaganda,-3.0
730603140,non-propaganda,3.0
734280621,non-propaganda,11.0
731298351,non-propaganda,-11.0
731298712,non-propaganda,-30.0
727859998,non-propaganda,47.0
732287998,non-propaganda,-5.0
733535431,non-propaganda,-26.0
734404385,non-propaganda,4.0
732517781,non-propaganda,-12.0
730780915,non-propaganda,-17.0
727881901,non-propaganda,-11.0
727598680,non-propaganda,-22.0
729856209,non-propaganda,-2.0
729856221,non-propaganda,-1.0
729856960,non-propaganda,-45.0
734192871,non-propaganda,-26.0
733715675,non-propaganda,-69.0
729865967,non-propaganda,57.0
731553671,non-propaganda,3.0
733498081,non-propaganda,-25.0
733276572,non-propaganda,67.0
732543755,non-propaganda,55.0
729272828,non-propaganda,15.0
727172445,non-propaganda,-1.0
731215338,non-propaganda,-44.0
733274967,non-propaganda,-16.0
731794438,non-propaganda,-16.0
727310127,non-propaganda,-21.0
728680656,non-propaganda,40.0
730090794,non-propaganda,7.0
732246545,non-propaganda,82.0
732246707,non-propaganda,24.0
731200236,non-propaganda,19.0
728710901,non-propaganda,16.0
731507204,non-propaganda,-18.0
731473757,non-propaganda,-35.0
727676970,non-propaganda,-51.0
733547166,non-propaganda,55.0
733900036,non-propaganda,41.0
733900057,non-propaganda,40.0
731602360,non-propaganda,55.0
732281141,non-propaganda,7.0
732282059,non-propaganda,29.0
733184822,non-propaganda,-18.0
730416899,non-propaganda,-24.0
730367436,non-propaganda,-18.0
727769354,non-propaganda,-17.0
730542030,non-propaganda,-3.0
734163199,non-propaganda,27.0
732799183,non-propaganda,-149.0
727814997,non-propaganda,5.0
729690152,non-propaganda,15.0
729690466,non-propaganda,-69.0
732634011,non-propaganda,-8.0
727613794,non-propaganda,16.0
727613863,non-propaganda,73.0
733920173,non-propaganda,34.0
733433052,non-propaganda,45.0
733701656,non-propaganda,43.0
733701881,non-propaganda,-37.0
728161253,non-propaganda,19.0
728161257,non-propaganda,-11.0
728161415,non-propaganda,3.0
728450496,non-propaganda,-64.0
730504056,non-propaganda,-6.0
727782951,non-propaganda,47.0
730932617,non-propaganda,102.0
734240560,non-propaganda,-25.0
733246923,non-propaganda,44.0
730343661,non-propaganda,-5.0
730846789,non-propaganda,-7.0
729641634,non-propaganda,-13.0
731809097,non-propaganda,-4.0
731809214,non-propaganda,12.0
733705331,non-propaganda,48.0
731531280,non-propaganda,-18.0
729687464,non-propaganda,-49.0
729348131,non-propaganda,0.0
729348132,non-propaganda,3.0
727918296,non-propaganda,0.0
727918557,non-propaganda,28.0
728091694,non-propaganda,-55.0
731599376,non-propaganda,6.0
731600845,non-propaganda,31.0
728133452,non-propaganda,22.0
732254301,non-propaganda,25.0
732254601,non-propaganda,-28.0
732255015,non-propaganda,-2.0
731193035,non-propaganda,-41.0
730909708,non-propaganda,-48.0
728771997,non-propaganda,16.0
728774128,non-propaganda,70.0
734466420,non-propaganda,87.0
734467131,non-propaganda,36.0
734467479,non-propaganda,-12.0
732440876,non-propaganda,14.0
731327861,non-propaganda,-18.0
732840852,non-propaganda,-20.0
731800277,non-propaganda,16.0
728367794,non-propaganda,74.0
731757650,non-propaganda,23.0
732614220,non-propaganda,13.0
731622387,non-propaganda,14.0
727639554,non-propaganda,9.0
731239316,non-propaganda,4.0
730245930,non-propaganda,-26.0
732260258,non-propaganda,-22.0
731258856,non-propaganda,35.0
729105451,non-propaganda,-64.0
729105568,non-propaganda,28.0
731010805,non-propaganda,-51.0
733213295,non-propaganda,-35.0
728601855,non-propaganda,10.0
728602102,non-propaganda,-39.0
728603333,non-propaganda,41.0
729415648,non-propaganda,-28.0
727356050,non-propaganda,28.0
729696434,non-propaganda,-29.0
727240345,non-propaganda,54.0
728793796,non-propaganda,39.0
732855900,non-propaganda,-13.0
731230200,non-propaganda,-40.0
731232082,non-propaganda,9.0
731989376,non-propaganda,-18.0
731990367,non-propaganda,12.0
730309961,non-propaganda,28.0
730310934,non-propaganda,-37.0
731658778,non-propaganda,-35.0
733126958,non-propaganda,19.0
732204735,non-propaganda,10.0
733981605,non-propaganda,11.0
728106145,non-propaganda,9.0
729872597,non-propaganda,71.0
730039272,non-propaganda,29.0
727228614,non-propaganda,4.0
729356329,non-propaganda,-17.0
729356611,non-propaganda,-13.0
729356841,non-propaganda,18.0
728403473,non-propaganda,-22.0
732241794,non-propaganda,14.0
731951566,non-propaganda,13.0
727520247,non-propaganda,-9.0
727520550,non-propaganda,5.0
727445664,non-propaganda,-39.0
727447815,non-propaganda,-50.0
731279101,non-propaganda,-8.0
731281858,non-propaganda,-36.0
732874755,non-propaganda,-2.0
727948996,non-propaganda,16.0
732228279,non-propaganda,-31.0
729885420,non-propaganda,-19.0
730658285,non-propaganda,-38.0
730661687,non-propaganda,-27.0
733724109,non-propaganda,16.0
727919713,non-propaganda,6.0
727919717,non-propaganda,25.0
727920035,non-propaganda,35.0
727920447,non-propaganda,5.0
727826848,non-propaganda,28.0
727812244,non-propaganda,68.0
727722845,non-propaganda,28.0
732588756,non-propaganda,7.0
734179334,non-propaganda,-5.0
733557869,non-propaganda,9.0
733557933,non-propaganda,-73.0
729852624,non-propaganda,30.0
730971436,non-propaganda,25.0
734246318,non-propaganda,-11.0
727712345,non-propaganda,32.0
733229147,non-propaganda,-21.0
731521669,non-propaganda,64.0
731521690,non-propaganda,-20.0
727785987,non-propaganda,90.0
731302388,non-propaganda,8.0
733915846,non-propaganda,48.0
730034044,non-propaganda,26.0
727260632,non-propaganda,29.0
731642891,non-propaganda,13.0
727483429,non-propaganda,1.0
732849265,non-propaganda,35.0
730961263,non-propaganda,1.0
728463588,non-propaganda,8.0
729721847,non-propaganda,-18.0
731764557,non-propaganda,37.0
731764560,non-propaganda,-9.0
733682351,non-propaganda,29.0
730700055,non-propaganda,-26.0
733380902,non-propaganda,-70.0
727305945,non-propaganda,-9.0
733187878,non-propaganda,3.0
731296418,non-propaganda,-64.0
733737234,non-propaganda,-38.0
731589945,non-propaganda,-4.0
732902948,non-propaganda,-3.0
732903025,non-propaganda,-61.0
729376919,non-propaganda,23.0
729377125,non-propaganda,35.0
729377965,non-propaganda,53.0
733942292,non-propaganda,22.0
732456163,non-propaganda,13.0
730615247,non-propaganda,-1.0
730615794,non-propaganda,-4.0
729704947,non-propaganda,0.0
729876239,non-propaganda,-26.0
733217846,non-propaganda,-21.0
733218126,non-propaganda,2.0
734403019,non-propaganda,-19.0
734403273,non-propaganda,-160.0
729406382,non-propaganda,-48.0
729025287,non-propaganda,-34.0
728786494,non-propaganda,-11.0
731584765,non-propaganda,-26.0
734212980,non-propaganda,-45.0
734215732,non-propaganda,-7.0
728293569,non-propaganda,-43.0
729683731,non-propaganda,16.0
734362347,non-propaganda,-11.0
733881996,non-propaganda,-1.0
731714878,non-propaganda,-14.0
730525883,non-propaganda,-10.0
732685032,non-propaganda,34.0
728300680,non-propaganda,4.0
732158471,non-propaganda,-24.0
728606947,non-propaganda,-27.0
730459758,non-propaganda,-13.0
727796799,non-propaganda,15.0
732156626,non-propaganda,-73.0
729908777,non-propaganda,-2.0
733418714,non-propaganda,2.0
732080807,non-propaganda,-4.0
731759718,non-propaganda,-13.0
728057310,non-propaganda,-1.0
727439434,non-propaganda,-22.0
727440269,non-propaganda,-60.0
729031010,non-propaganda,-5.0
729032311,non-propaganda,-31.0
731569158,non-propaganda,-35.0
731571481,non-propaganda,-37.0
731093698,non-propaganda,-78.0
732674589,non-propaganda,-24.0
732675080,non-propaganda,-10.0
730027867,non-propaganda,-1.0
733933301,non-propaganda,19.0
729599273,non-propaganda,-18.0
729599279,non-propaganda,-39.0
729600171,non-propaganda,-32.0
731997855,non-propaganda,-56.0
732354161,non-propaganda,2.0
733866034,non-propaganda,-44.0
729998135,non-propaganda,0.0
732061326,non-propaganda,-8.0
729278132,non-propaganda,1.0
734429151,non-propaganda,-32.0
734429465,non-propaganda,-40.0
734430241,non-propaganda,-16.0
734044737,non-propaganda,-13.0
728650913,non-propaganda,-15.0
728651803,non-propaganda,-17.0
728652004,non-propaganda,-16.0
728308652,non-propaganda,-31.0
728308767,non-propaganda,-31.0
729053090,non-propaganda,18.0
729829863,non-propaganda,-2.0
733274577,non-propaganda,2.0
733810482,non-propaganda,-11.0
733811048,non-propaganda,-1.0
733017407,non-propaganda,29.0
733017646,non-propaganda,-25.0
727487595,non-propaganda,26.0
731979223,non-propaganda,2.0
731979493,non-propaganda,-21.0
727311543,non-propaganda,-55.0
730061262,non-propaganda,15.0
730061470,non-propaganda,-1.0
730062013,non-propaganda,-52.0
728872033,non-propaganda,-7.0
728872050,non-propaganda,-76.0
728873187,non-propaganda,27.0
727383556,non-propaganda,-13.0
730638799,non-propaganda,-27.0
730898628,non-propaganda,-52.0
730898917,non-propaganda,-21.0
734496091,non-propaganda,4.0
734496520,non-propaganda,-29.0
734496674,non-propaganda,9.0
734498337,non-propaganda,-15.0
731480831,non-propaganda,-11.0
727431209,non-propaganda,25.0
727431645,non-propaganda,-26.0
727684017,non-propaganda,-15.0
727685068,non-propaganda,-41.0
731719166,non-propaganda,-14.0
729435835,non-propaganda,5.0
734003076,non-propaganda,12.0
731497729,non-propaganda,-23.0
731439813,non-propaganda,-4.0
733890932,non-propaganda,6.0
732280879,non-propaganda,-27.0
732281792,non-propaganda,4.0
732281922,non-propaganda,-4.0
734218032,non-propaganda,-10.0
734219643,non-propaganda,-8.0
733700618,non-propaganda,57.0
731054356,non-propaganda,-27.0
733849293,non-propaganda,-26.0
727492560,non-propaganda,5.0
730542486,non-propaganda,-25.0
730543147,non-propaganda,9.0
733595403,non-propaganda,-43.0
730464228,non-propaganda,-24.0
730464421,non-propaganda,-22.0
734162810,non-propaganda,1.0
734163265,non-propaganda,-62.0
734163703,non-propaganda,-41.0
728098537,non-propaganda,-2.0
728098603,non-propaganda,17.0
731305700,non-propaganda,12.0
730806949,non-propaganda,-35.0
730808301,non-propaganda,-24.0
727267664,non-propaganda,-19.0
727267865,non-propaganda,-15.0
728468103,non-propaganda,-26.0
728101004,non-propaganda,3.0
729844970,non-propaganda,-20.0
729845820,non-propaganda,-53.0
729511357,non-propaganda,15.0
729512295,non-propaganda,-10.0
729512769,non-propaganda,-38.0
727613821,non-propaganda,-28.0
727615010,non-propaganda,-20.0
727834935,non-propaganda,-20.0
729473615,non-propaganda,-36.0
733432940,non-propaganda,-28.0
733434577,non-propaganda,-14.0
728272263,non-propaganda,-1.0
727318635,non-propaganda,-6.0
730925842,non-propaganda,2.0
729719943,non-propaganda,-25.0
730116593,non-propaganda,-8.0
730004359,non-propaganda,-37.0
729444095,non-propaganda,3.0
731909659,non-propaganda,-11.0
730663992,non-propaganda,-65.0
730665564,non-propaganda,-9.0
730665856,non-propaganda,-8.0
730933082,non-propaganda,-57.0
729302992,non-propaganda,27.0
729304038,non-propaganda,-25.0
733663197,non-propaganda,-11.0
733663271,non-propaganda,-7.0
733086643,non-propaganda,-11.0
733086942,non-propaganda,21.0
731810599,non-propaganda,-77.0
731700491,non-propaganda,-19.0
734240429,non-propaganda,-35.0
734241028,non-propaganda,-2.0
732012793,non-propaganda,-7.0
731541624,non-propaganda,-51.0
731541706,non-propaganda,-24.0
731543030,non-propaganda,-16.0
734341551,non-propaganda,2.0
730709488,non-propaganda,-41.0
730343565,non-propaganda,-37.0
730344644,non-propaganda,-32.0
730345510,non-propaganda,-40.0
728361158,non-propaganda,-37.0
732653542,non-propaganda,-25.0
727424859,non-propaganda,30.0
727424900,non-propaganda,-20.0
733586592,non-propaganda,-3.0
730517614,non-propaganda,-4.0
733376460,non-propaganda,-46.0
733376969,non-propaganda,-3.0
727666514,non-propaganda,-19.0
734195688,non-propaganda,-51.0
734196753,non-propaganda,12.0
734197187,non-propaganda,11.0
727928836,non-propaganda,-25.0
729736979,non-propaganda,1.0
729737442,non-propaganda,-4.0
733705691,non-propaganda,-1.0
729859750,non-propaganda,-16.0
730371535,non-propaganda,1.0
733483378,non-propaganda,-25.0
728001362,non-propaganda,92.0
730869936,non-propaganda,-38.0
731734853,non-propaganda,-9.0
728227108,non-propaganda,-31.0
728227322,non-propaganda,-18.0
727703538,non-propaganda,-34.0
729348809,non-propaganda,-32.0
730612050,non-propaganda,-32.0
730612286,non-propaganda,-39.0
730612403,non-propaganda,-17.0
730612866,non-propaganda,-6.0
729831821,non-propaganda,3.0
728699989,non-propaganda,-12.0
727647457,non-propaganda,-3.0
727647479,non-propaganda,-2.0
733671498,non-propaganda,-14.0
733671767,non-propaganda,20.0
734375029,non-propaganda,-6.0
734375036,non-propaganda,-3.0
731288613,non-propaganda,-34.0
731290607,non-propaganda,-14.0
731062648,non-propaganda,4.0
731063633,non-propaganda,-25.0
728569518,non-propaganda,-5.0
728133292,non-propaganda,-63.0
728237943,non-propaganda,-6.0
728238030,non-propaganda,-11.0
728238158,non-propaganda,-7.0
728238547,non-propaganda,-4.0
730421127,non-propaganda,-22.0
731592365,non-propaganda,-48.0
732728850,non-propaganda,-49.0
733767417,non-propaganda,-36.0
734047908,non-propaganda,-61.0
734048325,non-propaganda,-3.0
734048870,non-propaganda,-63.0
734048988,non-propaganda,4.0
734437379,non-propaganda,3.0
734438110,non-propaganda,-19.0
733153732,non-propaganda,11.0
727349181,non-propaganda,-23.0
727349184,non-propaganda,-26.0
727350142,non-propaganda,-5.0
733201373,non-propaganda,-17.0
733203716,non-propaganda,3.0
728739529,non-propaganda,21.0
728740326,non-propaganda,-9.0
729333259,non-propaganda,-46.0
730704464,non-propaganda,-5.0
734364452,non-propaganda,1.0
731444681,non-propaganda,6.0
731444695,non-propaganda,-16.0
731444997,non-propaganda,-25.0
731446799,non-propaganda,30.0
729989361,non-propaganda,-7.0
729989465,non-propaganda,-47.0
733832364,non-propaganda,-57.0
733832415,non-propaganda,-29.0
733832616,non-propaganda,-59.0
733833104,non-propaganda,-4.0
728772882,non-propaganda,-39.0
732198654,non-propaganda,-46.0
732743734,non-propaganda,-24.0
729432569,non-propaganda,-29.0
729432917,non-propaganda,-6.0
732101266,non-propaganda,-22.0
727565338,non-propaganda,-41.0
727566737,non-propaganda,-1.0
727502867,non-propaganda,-11.0
732824203,non-propaganda,-10.0
727419518,non-propaganda,0.0
732440347,non-propaganda,-36.0
727215575,non-propaganda,-2.0
727216619,non-propaganda,-13.0
728690728,non-propaganda,-2.0
728690983,non-propaganda,-7.0
732705604,non-propaganda,13.0
728088933,non-propaganda,-8.0
731205946,non-propaganda,-3.0
731206271,non-propaganda,16.0
731206700,non-propaganda,4.0
730513626,non-propaganda,-5.0
730514800,non-propaganda,-6.0
730515298,non-propaganda,6.0
731766055,non-propaganda,-5.0
731766060,non-propaganda,-9.0
731766265,non-propaganda,31.0
727284212,non-propaganda,-5.0
727284252,non-propaganda,-23.0
727284934,non-propaganda,-15.0
727639562,non-propaganda,17.0
727639900,non-propaganda,-17.0
727641030,non-propaganda,-46.0
730050884,non-propaganda,-4.0
730890408,non-propaganda,-15.0
729670169,non-propaganda,-26.0
731260579,non-propaganda,1.0
734118878,non-propaganda,0.0
734119603,non-propaganda,-2.0
731412565,non-propaganda,-5.0
731413089,non-propaganda,-15.0
731413782,non-propaganda,2.0
731413919,non-propaganda,-1.0
731414094,non-propaganda,19.0
730404031,non-propaganda,-54.0
729777266,non-propaganda,-23.0
729777337,non-propaganda,0.0
731944942,non-propaganda,-20.0
731945053,non-propaganda,-17.0
731945224,non-propaganda,7.0
731133533,non-propaganda,8.0
729991805,non-propaganda,-58.0
733250286,non-propaganda,-16.0
731875130,non-propaganda,-23.0
731875355,non-propaganda,-29.0
731875881,non-propaganda,-29.0
730376903,non-propaganda,3.0
732832602,non-propaganda,-1.0
732833139,non-propaganda,-14.0
732833708,non-propaganda,0.0
733216338,non-propaganda,7.0
734398093,non-propaganda,-34.0
728601545,non-propaganda,23.0
728602482,non-propaganda,39.0
727176844,non-propaganda,-6.0
729786475,non-propaganda,-29.0
729787307,non-propaganda,-39.0
732041590,non-propaganda,2.0
732042469,non-propaganda,-20.0
732772888,non-propaganda,-50.0
732773123,non-propaganda,3.0
732773629,non-propaganda,1.0
728065900,non-propaganda,-7.0
727356596,non-propaganda,-2.0
727357396,non-propaganda,0.0
727357619,non-propaganda,0.0
729696143,non-propaganda,2.0
729696845,non-propaganda,-14.0
730290834,non-propaganda,-22.0
733624725,non-propaganda,2.0
733625158,non-propaganda,-4.0
728891520,non-propaganda,-21.0
729799452,non-propaganda,-52.0
730316552,non-propaganda,-33.0
731376969,non-propaganda,-36.0
731377045,non-propaganda,0.0
729072364,non-propaganda,35.0
729072852,non-propaganda,-4.0
733110865,non-propaganda,-14.0
733111505,non-propaganda,28.0
733111612,non-propaganda,-9.0
732623722,non-propaganda,-35.0
