,0,CARDINAL,DATE,GPE,LOC,MONEY,NORP,ORG,PERSON,WORK_OF_ART,ORDINAL,QUANTITY,TIME,FAC,LAW,PRODUCT,EVENT,PERCENT,LANGUAGE
0,,1.0,4.0,3.0,,,2.0,11.0,5.0,,,,1.0,,,,,,
0,,1.0,5.0,4.0,,,,3.0,21.0,,1.0,,,,,,,,
0,,4.0,6.0,6.0,,1.0,1.0,7.0,12.0,,1.0,,1.0,,,,,,
0,,6.0,12.0,30.0,3.0,,10.0,7.0,6.0,,2.0,,,1.0,,,5.0,,
0,,4.0,6.0,6.0,,,7.0,6.0,14.0,1.0,,,,,1.0,,,,
0,,2.0,,12.0,,,4.0,5.0,5.0,,2.0,,2.0,,,,,,
0,,7.0,9.0,5.0,,,,8.0,8.0,,1.0,,1.0,,,,,1.0,
0,,2.0,,1.0,,,,8.0,3.0,,,,,,,,,,
0,,3.0,10.0,2.0,,8.0,4.0,20.0,7.0,1.0,,,1.0,,,,,,
0,,7.0,11.0,11.0,3.0,1.0,2.0,10.0,5.0,,1.0,1.0,,,,,1.0,4.0,
0,,3.0,5.0,5.0,,1.0,8.0,22.0,32.0,2.0,2.0,,,,,1.0,,,
0,,1.0,4.0,6.0,,,21.0,13.0,15.0,,,,,1.0,,,5.0,,
0,,4.0,8.0,16.0,,,,11.0,12.0,2.0,2.0,,,,,,,,
0,,9.0,7.0,25.0,1.0,,4.0,11.0,18.0,3.0,,,,,1.0,,1.0,,
0,,8.0,7.0,6.0,,,6.0,15.0,18.0,1.0,8.0,,,,1.0,1.0,,2.0,
0,,6.0,8.0,9.0,,,2.0,6.0,4.0,,1.0,,,,,,,1.0,
0,,2.0,7.0,17.0,,,8.0,11.0,2.0,,,,,,,1.0,,,
0,,3.0,19.0,9.0,1.0,,2.0,7.0,25.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,
0,,12.0,10.0,5.0,2.0,1.0,3.0,8.0,9.0,,,,,,,,,,
0,,1.0,3.0,2.0,,,,13.0,9.0,1.0,4.0,,,,,,1.0,,
0,,,10.0,3.0,,,7.0,16.0,10.0,,1.0,,1.0,,,,,,
0,,1.0,14.0,12.0,2.0,1.0,5.0,13.0,20.0,1.0,3.0,,,1.0,2.0,1.0,,1.0,
0,,3.0,12.0,11.0,,2.0,8.0,16.0,6.0,,,,,,,1.0,,1.0,
0,,8.0,10.0,16.0,,1.0,1.0,16.0,10.0,1.0,,1.0,1.0,1.0,,,3.0,,
0,,,11.0,5.0,1.0,,3.0,31.0,16.0,,1.0,,,,1.0,,,,
0,,2.0,7.0,1.0,,,33.0,6.0,5.0,,1.0,,,,,,,,1.0
0,,1.0,4.0,5.0,,,3.0,3.0,9.0,,,,,,,1.0,,,
0,,2.0,9.0,7.0,,1.0,6.0,26.0,15.0,,,,,1.0,,1.0,,,
0,,3.0,5.0,4.0,,,1.0,9.0,18.0,,,,1.0,,,,,,
0,,,12.0,14.0,9.0,,2.0,3.0,3.0,,,4.0,4.0,,,,,,
0,,2.0,1.0,12.0,,,6.0,17.0,9.0,,,,,,,,,,
0,,2.0,11.0,10.0,1.0,,5.0,8.0,7.0,1.0,,6.0,,1.0,,1.0,,,
0,,5.0,4.0,11.0,1.0,,37.0,3.0,2.0,1.0,3.0,,,,,1.0,5.0,,
0,,2.0,3.0,3.0,,1.0,2.0,10.0,5.0,,2.0,,,,,,,,
0,,3.0,6.0,2.0,,,2.0,7.0,14.0,1.0,,,,,,,,,
0,,10.0,3.0,10.0,,,1.0,46.0,15.0,2.0,,,1.0,1.0,4.0,,,,
0,,6.0,16.0,8.0,,1.0,14.0,17.0,24.0,2.0,,,1.0,,,2.0,,,2.0
0,,3.0,6.0,10.0,,,8.0,11.0,8.0,,1.0,,,1.0,,,2.0,,
0,,6.0,34.0,20.0,,1.0,37.0,47.0,37.0,,5.0,2.0,1.0,,3.0,4.0,,3.0,
0,,5.0,3.0,1.0,9.0,,,8.0,4.0,1.0,,,,1.0,,2.0,,,
0,,4.0,7.0,3.0,5.0,,,8.0,8.0,,,,11.0,2.0,,2.0,,,
0,,6.0,4.0,4.0,,,17.0,12.0,3.0,,,,,,,,,10.0,
0,,4.0,5.0,3.0,,,4.0,7.0,9.0,1.0,,2.0,,,,,,,
0,,1.0,8.0,29.0,5.0,,7.0,12.0,11.0,,4.0,,,1.0,,,4.0,,
0,,7.0,10.0,18.0,,1.0,6.0,19.0,4.0,,2.0,,,,,,,,
0,,14.0,24.0,14.0,,,8.0,22.0,22.0,1.0,2.0,,,,2.0,,,3.0,
0,,2.0,4.0,8.0,,,11.0,5.0,8.0,,1.0,,1.0,,,,,,
0,,1.0,4.0,5.0,,,3.0,8.0,9.0,2.0,1.0,,1.0,,,,,,1.0
0,,6.0,6.0,13.0,,,6.0,7.0,4.0,,,,,,,1.0,,,
0,,2.0,6.0,35.0,2.0,,15.0,10.0,13.0,,1.0,,1.0,,,,1.0,,
0,,1.0,2.0,5.0,6.0,,4.0,13.0,6.0,,,,,,,2.0,,,
0,,1.0,2.0,5.0,2.0,,1.0,6.0,,,,,2.0,,,,,,
0,,11.0,13.0,6.0,,,7.0,12.0,3.0,,2.0,,,,,2.0,,3.0,
0,,3.0,4.0,3.0,,,1.0,17.0,9.0,1.0,,,,,,,,,
0,,1.0,8.0,15.0,11.0,,9.0,3.0,3.0,,3.0,,,,,1.0,,,
0,,1.0,10.0,2.0,,,4.0,10.0,13.0,,1.0,,,,,,,3.0,
0,,14.0,11.0,10.0,1.0,,11.0,13.0,2.0,,1.0,,,,,,,7.0,
0,,11.0,12.0,18.0,1.0,4.0,11.0,15.0,20.0,,2.0,,1.0,,,3.0,,,
0,,5.0,12.0,11.0,,,3.0,7.0,20.0,,1.0,,,1.0,,,,,
0,,,1.0,11.0,,,2.0,3.0,3.0,,1.0,,,,,,,,
0,,10.0,21.0,37.0,1.0,,37.0,40.0,52.0,3.0,2.0,1.0,,,,,1.0,,
0,,5.0,12.0,5.0,,,4.0,12.0,13.0,,,,,,,,,,
0,,10.0,8.0,31.0,9.0,5.0,24.0,22.0,20.0,1.0,2.0,,,1.0,,,1.0,7.0,
0,,9.0,11.0,5.0,,,,27.0,10.0,,1.0,,,,,,,,
0,,8.0,4.0,5.0,,,,2.0,4.0,,1.0,1.0,1.0,,,,,,
0,,9.0,5.0,8.0,1.0,,7.0,10.0,4.0,,2.0,,2.0,,,1.0,,,
0,,7.0,11.0,7.0,3.0,,6.0,13.0,15.0,,4.0,1.0,,2.0,,1.0,,,5.0
0,,4.0,6.0,3.0,,,10.0,16.0,6.0,,1.0,,2.0,,,,,,
0,,2.0,11.0,28.0,2.0,,11.0,19.0,21.0,,,,2.0,,,,4.0,,
0,,13.0,15.0,5.0,,,1.0,16.0,26.0,1.0,3.0,1.0,5.0,,1.0,,,,
0,,3.0,9.0,5.0,1.0,,2.0,12.0,21.0,,1.0,,2.0,,,,,,
0,,6.0,5.0,5.0,1.0,,2.0,2.0,16.0,,1.0,,,,,,,,
0,,4.0,9.0,7.0,,,6.0,15.0,11.0,1.0,1.0,,,,,,,,
0,,4.0,11.0,29.0,,,25.0,8.0,27.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,
0,,2.0,5.0,10.0,,3.0,6.0,16.0,9.0,,1.0,,,,,,1.0,,
0,,3.0,11.0,8.0,,,2.0,7.0,4.0,,4.0,,,,,1.0,,,
0,,20.0,37.0,5.0,1.0,,,23.0,18.0,,1.0,1.0,6.0,,,,,2.0,
0,,5.0,7.0,14.0,,1.0,30.0,5.0,5.0,1.0,2.0,,1.0,,2.0,2.0,3.0,,
0,,4.0,11.0,9.0,,,7.0,3.0,12.0,1.0,1.0,,,4.0,,1.0,3.0,,
0,,,10.0,5.0,,,3.0,14.0,8.0,,,,,,,,,2.0,
0,,3.0,12.0,6.0,3.0,2.0,1.0,10.0,2.0,,2.0,,,,,,,,
0,,9.0,8.0,10.0,,,1.0,13.0,13.0,1.0,,,,,1.0,,,,
0,,14.0,21.0,5.0,,5.0,8.0,24.0,14.0,2.0,1.0,,1.0,,,,,3.0,
0,,3.0,4.0,,,,2.0,10.0,9.0,,,,4.0,,,,,,
0,,4.0,11.0,51.0,,,47.0,19.0,19.0,,,,,,1.0,,1.0,8.0,
0,,5.0,16.0,19.0,,,8.0,7.0,14.0,4.0,3.0,,,,,,,,
0,,,5.0,1.0,,,8.0,20.0,6.0,,,,,,1.0,,,,
0,,5.0,5.0,1.0,,,8.0,7.0,3.0,,1.0,,,,,,,,
0,,,2.0,1.0,,,,5.0,4.0,,,,2.0,,,,,,
0,,3.0,16.0,17.0,2.0,,1.0,9.0,7.0,2.0,,1.0,3.0,1.0,,,,,
0,,,,,,,,,2.0,,,,,,,,,,
0,,2.0,,1.0,,,,1.0,5.0,,,,,2.0,,,,,
0,,,2.0,,,,,1.0,3.0,1.0,,,1.0,,,,,,
0,,2.0,2.0,,,,,2.0,6.0,,,,,,,,,,
0,,,2.0,,,,,,2.0,,1.0,,,,,,,,
0,,2.0,,2.0,,,,6.0,4.0,,,,,,,,,,
0,,6.0,35.0,35.0,,1.0,3.0,42.0,46.0,2.0,7.0,,,1.0,,1.0,,,
0,,4.0,,1.0,,,,,4.0,,1.0,,,1.0,,,,,
0,,,2.0,2.0,,,,8.0,4.0,,,,,,,,,,
0,,,,7.0,,,,4.0,6.0,,2.0,,2.0,,,,,,
0,,,,,,1.0,,2.0,,,,,,,,,,,
0,,,2.0,1.0,,,,1.0,2.0,,,,,,,,,,
0,,,,,,,,1.0,3.0,,,,,,,,1.0,,
0,,10.0,10.0,14.0,1.0,,20.0,17.0,29.0,1.0,1.0,,1.0,,,,,,
0,,,,,,,,1.0,,,,,,,,,,,
0,,,,2.0,,,1.0,,1.0,,,,,,,,,,
0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,
0,,4.0,13.0,18.0,2.0,,2.0,9.0,17.0,1.0,,3.0,18.0,3.0,,,,,
0,,,2.0,1.0,,,,7.0,2.0,,,,,,,,,,
0,,2.0,,2.0,,2.0,,2.0,8.0,,,,,,,,,,
0,,5.0,17.0,10.0,,,7.0,37.0,9.0,1.0,,,3.0,,,2.0,,1.0,
0,,,3.0,2.0,,,1.0,,1.0,,,,,,,,,,
0,,2.0,,5.0,,,,4.0,6.0,,2.0,,,,,,,,
0,,,19.0,28.0,2.0,3.0,13.0,39.0,36.0,,2.0,,,,,,,,
0,,1.0,,,,,,1.0,1.0,,,,,,,,,,
0,,,1.0,1.0,,,,,2.0,,,,,,,,,,
0,,5.0,5.0,6.0,,,,18.0,11.0,,1.0,,,2.0,,,,,
0,,8.0,21.0,9.0,,,3.0,9.0,14.0,1.0,1.0,,1.0,,,1.0,,,
0,,,,,,,,1.0,2.0,,,,,,,,,,
0,,,,1.0,,,,2.0,,,,,,,,,,,
0,,1.0,,,1.0,,,,2.0,,,,,,,,,,
0,,,2.0,3.0,,,,3.0,6.0,,,,,,,,,,
0,,,1.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,
0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
0,,,2.0,2.0,,,,4.0,6.0,,,,2.0,2.0,,,,,
0,,,,1.0,,,,1.0,2.0,,,,,,,,,,
0,,,,1.0,,,,2.0,1.0,,,,,,,,,,
0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,
0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
0,,,,1.0,,,,,,,,,,,,,,,
0,,10.0,11.0,32.0,2.0,,2.0,22.0,6.0,,1.0,,2.0,1.0,,1.0,,,
0,,6.0,12.0,9.0,,,20.0,13.0,57.0,4.0,5.0,,,,,1.0,2.0,,
0,,,,2.0,,,,1.0,5.0,,2.0,,,,,,,,
0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,
0,,,,,,,,,4.0,,,,,,,,1.0,,
0,,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,
0,,,,,,,,1.0,1.0,,,,,,,,,,
0,,,2.0,1.0,,,,1.0,2.0,,,,,,,,,,
0,,,,,,,,2.0,,,,,,,,,,,
0,,2.0,2.0,7.0,,2.0,,4.0,6.0,,,2.0,,,,,,,
0,,2.0,,4.0,,,,1.0,6.0,,,,2.0,2.0,,,,,
0,,8.0,12.0,2.0,,3.0,2.0,23.0,12.0,1.0,2.0,,2.0,1.0,,4.0,2.0,1.0,
0,,,1.0,,,,,2.0,2.0,1.0,,,,1.0,,,,,
0,,,,2.0,,,,2.0,1.0,,1.0,,,,,,,,
0,,,2.0,1.0,,,,,1.0,,,,,,,,,,
0,,,2.0,1.0,,,,,2.0,,,,,,,,,,
0,,1.0,,1.0,,,,,6.0,,1.0,,,,,,,,
0,,3.0,7.0,9.0,,4.0,10.0,10.0,19.0,2.0,1.0,,3.0,1.0,,2.0,3.0,,
0,,8.0,24.0,24.0,1.0,,5.0,37.0,36.0,,2.0,,3.0,,,3.0,,,
0,,1.0,7.0,1.0,,,,2.0,7.0,,,,,,,,,,
0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
0,,,1.0,1.0,,,,,2.0,,,,,,,,,,
0,,,,1.0,,,,,2.0,,,,,,,,,,
0,,,,1.0,,,,2.0,2.0,1.0,,,,,,,,,
0,,,4.0,3.0,,,,3.0,4.0,,,,,,,,,,
0,,2.0,12.0,10.0,1.0,,7.0,9.0,13.0,,1.0,,,1.0,,,,,
0,,,2.0,1.0,,,,3.0,,,,,,,,,,,
0,,,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,
0,,,,,,,,,11.0,,,,,,,,,,
0,,2.0,7.0,6.0,,,1.0,9.0,5.0,,1.0,,4.0,1.0,,,,,
0,,,,1.0,,2.0,,6.0,4.0,,,,,4.0,,,,,
0,,,2.0,3.0,,,2.0,2.0,3.0,,,,,,,,,,
0,,,2.0,,,,,4.0,2.0,,,,,,,,,,
0,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,
0,,,4.0,6.0,,,,,5.0,,,,,,,,,,
0,,1.0,11.0,5.0,,1.0,,9.0,4.0,,,,5.0,,,1.0,,,1.0
0,,,,4.0,,,,3.0,8.0,2.0,,,,,,,,,
0,,2.0,,2.0,,,,,3.0,,,,,,,,,,
0,,15.0,19.0,18.0,1.0,,1.0,12.0,5.0,1.0,,,,6.0,,,,,
0,,,2.0,,,,1.0,3.0,2.0,,,,,,,,,,
0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
0,,,2.0,2.0,,,,4.0,4.0,,,,,,,,,,
0,,,1.0,1.0,,,,,3.0,,,,,,,,,,
0,,,1.0,,,,1.0,1.0,,,,,,,,,,,
0,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,
0,,,2.0,1.0,,,,2.0,8.0,,,,,,,,,,
0,,,1.0,,,,,2.0,,,,,,,,,,,
0,,1.0,1.0,2.0,,,,2.0,,,,,,2.0,,,,,
0,,,1.0,1.0,,,,,1.0,,,,,,,,,,
0,,9.0,11.0,4.0,,1.0,2.0,16.0,13.0,2.0,1.0,,3.0,2.0,,1.0,,,
0,,,,3.0,,,,,2.0,,,,,1.0,,,,,
0,,,,,,1.0,,1.0,1.0,,,,,,,,,,
0,,1.0,,1.0,,,,1.0,,,,,,,,,,,
0,,,,,,,,2.0,2.0,,,,,,,,,,
0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,1.0,,,,2.0,,,,,,,,,,,
0,,4.0,2.0,3.0,,,,5.0,4.0,,,,,,,,,,
0,,,,2.0,,1.0,2.0,1.0,3.0,,,,,,,,,,
0,,,2.0,,,,,6.0,4.0,,,,,,,,,,
0,,,,1.0,,,,2.0,,,,,,,,,,,
0,,,,1.0,,,,,1.0,,,,,,,,,,
0,,,,,,,,2.0,2.0,,,,,,,,,,
0,,8.0,6.0,8.0,,,5.0,15.0,16.0,,2.0,,,,,,,,
0,,1.0,11.0,12.0,6.0,,27.0,16.0,13.0,1.0,2.0,,,,,,,,
0,,16.0,19.0,24.0,,,28.0,21.0,33.0,2.0,1.0,,,,,,,,
0,,2.0,8.0,4.0,,,5.0,7.0,5.0,,3.0,,,,,,,7.0,
0,,12.0,4.0,2.0,,,4.0,8.0,11.0,2.0,2.0,1.0,,1.0,,,,,
0,,11.0,6.0,6.0,2.0,,6.0,14.0,12.0,,1.0,,,,11.0,,2.0,,
0,,7.0,12.0,15.0,1.0,,7.0,18.0,14.0,,2.0,,,,1.0,,,,
0,,10.0,15.0,35.0,,,31.0,45.0,14.0,2.0,,,,3.0,,1.0,,,
0,,6.0,11.0,17.0,1.0,,8.0,29.0,22.0,,1.0,,,,,,,,
0,,4.0,11.0,6.0,2.0,,10.0,60.0,24.0,1.0,2.0,,,1.0,2.0,3.0,1.0,,
0,,3.0,14.0,15.0,,,14.0,33.0,5.0,5.0,2.0,,,2.0,,1.0,1.0,,
0,,3.0,6.0,13.0,,,10.0,21.0,13.0,1.0,,,,1.0,,1.0,,,
0,,7.0,15.0,15.0,1.0,,10.0,24.0,54.0,,1.0,,1.0,1.0,,2.0,,,
0,,12.0,7.0,11.0,2.0,4.0,19.0,67.0,28.0,1.0,1.0,,1.0,1.0,,2.0,2.0,,
0,,2.0,7.0,11.0,,,7.0,7.0,18.0,,1.0,,,,,,,,
0,,10.0,11.0,6.0,1.0,,7.0,18.0,49.0,3.0,1.0,,3.0,,1.0,,1.0,,
0,,,6.0,3.0,,,,11.0,,,,,,,,,,,
0,,4.0,8.0,11.0,,,1.0,23.0,19.0,4.0,,,,1.0,8.0,,1.0,3.0,
0,,7.0,9.0,27.0,,,4.0,20.0,3.0,1.0,1.0,,,,1.0,,,,
0,,2.0,11.0,15.0,1.0,,4.0,18.0,4.0,,,,1.0,,,,,,
0,,1.0,3.0,4.0,,,4.0,4.0,9.0,1.0,,,2.0,,,,,,
0,,1.0,4.0,8.0,1.0,,5.0,28.0,17.0,1.0,1.0,,,,,,,,
0,,11.0,22.0,36.0,7.0,2.0,27.0,33.0,21.0,1.0,,,,,1.0,,,,
0,,1.0,4.0,5.0,,,5.0,7.0,7.0,,1.0,,,,2.0,,,,
0,,,3.0,8.0,1.0,,6.0,12.0,32.0,6.0,1.0,1.0,,,,1.0,,,
0,,5.0,14.0,7.0,2.0,,4.0,12.0,10.0,1.0,3.0,,,,2.0,,1.0,1.0,
0,,1.0,11.0,3.0,,,10.0,7.0,6.0,,4.0,,,,7.0,,,,
0,,4.0,31.0,28.0,,,11.0,51.0,66.0,1.0,3.0,,2.0,1.0,,1.0,,,
0,,4.0,7.0,24.0,3.0,,30.0,46.0,63.0,4.0,2.0,,,1.0,,2.0,4.0,,
0,,19.0,18.0,13.0,,,34.0,88.0,69.0,2.0,4.0,,,2.0,9.0,2.0,1.0,2.0,
0,,16.0,18.0,6.0,,1.0,12.0,27.0,26.0,,5.0,2.0,1.0,,2.0,1.0,3.0,1.0,
0,,5.0,4.0,8.0,,,3.0,15.0,11.0,1.0,1.0,1.0,1.0,,,,,,
0,,17.0,6.0,27.0,,2.0,7.0,17.0,15.0,1.0,,,,1.0,,,,,2.0
0,,7.0,3.0,2.0,,,5.0,32.0,8.0,,4.0,,,1.0,,,,,
0,,1.0,2.0,3.0,,,4.0,7.0,18.0,,3.0,,,,,,,,
0,,2.0,6.0,5.0,,,3.0,7.0,10.0,,1.0,,,,,,,,
0,,4.0,7.0,9.0,,,25.0,26.0,17.0,1.0,,,,1.0,,1.0,1.0,,
0,,,7.0,14.0,,,8.0,23.0,19.0,1.0,2.0,,,1.0,,,1.0,,
0,,1.0,7.0,7.0,,,6.0,19.0,8.0,1.0,,,1.0,,1.0,,1.0,,
0,,1.0,2.0,6.0,1.0,,3.0,4.0,10.0,2.0,,,,,,,,,
0,,2.0,3.0,5.0,,,1.0,19.0,5.0,1.0,,,,,,,,,
0,,,5.0,10.0,1.0,,5.0,26.0,12.0,,,,,2.0,,1.0,,,
0,,,8.0,2.0,,,4.0,7.0,16.0,,,,,,,,,,
0,,3.0,3.0,3.0,,,5.0,10.0,14.0,,2.0,,,,2.0,,,,
0,,5.0,11.0,8.0,,1.0,5.0,51.0,5.0,1.0,,,,,,,,,
0,,9.0,6.0,10.0,10.0,4.0,13.0,25.0,16.0,1.0,3.0,1.0,1.0,1.0,,,1.0,2.0,
0,,9.0,24.0,30.0,1.0,,12.0,20.0,101.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,,
0,,3.0,1.0,15.0,2.0,,14.0,12.0,10.0,1.0,2.0,,,,2.0,2.0,,,
0,,9.0,18.0,12.0,,1.0,29.0,21.0,33.0,,1.0,1.0,,,1.0,1.0,,1.0,
0,,3.0,2.0,6.0,,,5.0,3.0,14.0,,1.0,,,,,,,,
0,,4.0,5.0,6.0,,1.0,24.0,60.0,64.0,,2.0,,,,10.0,,2.0,,
0,,2.0,4.0,5.0,,,2.0,7.0,11.0,,2.0,,,,,,,,
0,,4.0,4.0,8.0,,1.0,19.0,4.0,7.0,1.0,,,1.0,,,,,,
0,,4.0,4.0,7.0,,1.0,2.0,4.0,7.0,,1.0,,,,1.0,,,1.0,
0,,1.0,7.0,4.0,,,4.0,6.0,3.0,,2.0,,,,,,1.0,,
0,,6.0,13.0,29.0,4.0,,17.0,14.0,18.0,,1.0,,,3.0,,,,,
0,,3.0,5.0,26.0,,,15.0,12.0,17.0,,,,,,7.0,1.0,1.0,,
0,,4.0,1.0,5.0,,,2.0,18.0,14.0,,2.0,,2.0,3.0,1.0,,,,
0,,1.0,3.0,9.0,,3.0,7.0,4.0,3.0,,1.0,,,,,,,,
0,,20.0,16.0,31.0,,,61.0,27.0,12.0,1.0,2.0,,,,,,,2.0,
0,,3.0,5.0,3.0,1.0,1.0,19.0,16.0,7.0,1.0,2.0,,1.0,,,,,,1.0
0,,,4.0,7.0,,,27.0,12.0,8.0,,2.0,,,,,,,,
0,,5.0,2.0,7.0,,1.0,6.0,12.0,13.0,1.0,4.0,,,,,,,2.0,
0,,2.0,15.0,15.0,,,5.0,28.0,38.0,4.0,5.0,,,,,1.0,11.0,,
0,,6.0,7.0,15.0,,1.0,4.0,8.0,5.0,,2.0,,2.0,1.0,,,,,
0,,5.0,7.0,3.0,,,17.0,11.0,9.0,,1.0,,1.0,1.0,,2.0,,3.0,
0,,,3.0,1.0,,,10.0,8.0,4.0,,,,,,1.0,,,1.0,
0,,15.0,32.0,17.0,1.0,,25.0,61.0,35.0,3.0,4.0,,2.0,3.0,,1.0,,2.0,
0,,5.0,5.0,19.0,1.0,3.0,13.0,11.0,20.0,2.0,4.0,,,2.0,,,,,1.0
0,,2.0,8.0,14.0,2.0,,4.0,17.0,13.0,,3.0,,,3.0,1.0,1.0,3.0,,
0,,5.0,5.0,34.0,5.0,1.0,21.0,8.0,25.0,,3.0,,,1.0,,,,,
0,,,2.0,6.0,,,,7.0,14.0,,1.0,,,,,,,,
0,,1.0,3.0,,,,1.0,3.0,2.0,,,,,,,,,,
0,,,1.0,1.0,,,1.0,6.0,6.0,,,,,,,,,,
0,,6.0,11.0,8.0,,,2.0,8.0,15.0,,2.0,,,,,1.0,1.0,,
0,,4.0,3.0,6.0,,,9.0,21.0,38.0,,,,1.0,,,,,2.0,
0,,1.0,6.0,3.0,,,7.0,33.0,5.0,,,,,4.0,5.0,,,,
0,,5.0,4.0,10.0,,1.0,7.0,13.0,20.0,6.0,2.0,,,,,,,,
0,,2.0,3.0,2.0,,,4.0,3.0,11.0,2.0,,,1.0,,,,,,
0,,6.0,5.0,3.0,1.0,,11.0,31.0,32.0,1.0,4.0,,,1.0,4.0,,1.0,1.0,
0,,3.0,10.0,7.0,,1.0,11.0,10.0,27.0,1.0,,,,,,,,,
0,,7.0,10.0,6.0,,,13.0,41.0,86.0,2.0,3.0,,,,2.0,2.0,1.0,,
0,,,1.0,3.0,2.0,,9.0,10.0,5.0,,2.0,,,,,,,,
0,,3.0,5.0,13.0,1.0,,8.0,1.0,9.0,,,,,,1.0,,,1.0,
0,,2.0,17.0,3.0,,1.0,27.0,28.0,30.0,,,,,1.0,,,,,
0,,3.0,1.0,3.0,,,2.0,7.0,9.0,,1.0,,,1.0,,,,,
0,,6.0,13.0,19.0,2.0,,17.0,15.0,44.0,1.0,3.0,1.0,,1.0,,,2.0,,
0,,1.0,14.0,6.0,,,4.0,10.0,26.0,1.0,2.0,,,,,,,,
0,,10.0,7.0,3.0,1.0,1.0,,29.0,3.0,,2.0,,,,,4.0,,,
0,,7.0,14.0,37.0,2.0,,17.0,22.0,29.0,1.0,2.0,,,1.0,4.0,,7.0,,
0,,12.0,27.0,57.0,8.0,3.0,25.0,97.0,21.0,,9.0,,3.0,1.0,1.0,,,3.0,1.0
0,,,7.0,8.0,,,10.0,13.0,25.0,2.0,1.0,,,1.0,1.0,,,,
0,,22.0,25.0,11.0,1.0,,28.0,27.0,16.0,,,,,1.0,,,1.0,2.0,
0,,13.0,6.0,27.0,,,30.0,44.0,62.0,,8.0,,,,3.0,5.0,2.0,,
0,,4.0,6.0,4.0,2.0,,4.0,2.0,6.0,,,1.0,1.0,2.0,,,2.0,,
0,,,3.0,,,,1.0,2.0,5.0,1.0,,,,,,,,,
0,,7.0,6.0,8.0,,,10.0,7.0,13.0,1.0,2.0,,1.0,1.0,,,2.0,,
0,,7.0,21.0,10.0,1.0,,15.0,7.0,44.0,2.0,,1.0,2.0,1.0,1.0,,,,
0,,2.0,,1.0,,,,5.0,3.0,2.0,,,,,,1.0,,,
0,,,6.0,5.0,,,10.0,17.0,9.0,1.0,,,,,1.0,,,,
0,,8.0,20.0,14.0,1.0,,10.0,31.0,39.0,5.0,1.0,,,2.0,,2.0,8.0,,1.0
0,,8.0,13.0,5.0,1.0,,7.0,6.0,42.0,4.0,4.0,,4.0,2.0,,2.0,,,
0,,1.0,5.0,14.0,7.0,2.0,17.0,6.0,19.0,1.0,1.0,,,,1.0,,2.0,,
0,,18.0,21.0,14.0,,3.0,14.0,45.0,33.0,2.0,2.0,,,,1.0,,1.0,1.0,
0,,3.0,5.0,8.0,1.0,,14.0,22.0,21.0,,1.0,,,,3.0,,1.0,,
0,,5.0,8.0,18.0,,,1.0,19.0,19.0,,,,,,1.0,,1.0,,
0,,3.0,6.0,7.0,,,38.0,52.0,38.0,,,,1.0,,7.0,,1.0,,
0,,1.0,6.0,,,,11.0,9.0,16.0,,,,,,,1.0,,1.0,
0,,2.0,5.0,4.0,,,15.0,16.0,33.0,,1.0,,,1.0,,2.0,,,
0,,7.0,15.0,18.0,1.0,,8.0,12.0,24.0,1.0,1.0,,1.0,,,1.0,,,
0,,5.0,7.0,18.0,,1.0,16.0,15.0,30.0,4.0,2.0,,1.0,,,,7.0,,
0,,2.0,12.0,7.0,1.0,,18.0,49.0,18.0,,2.0,,1.0,,1.0,1.0,,,
0,,3.0,3.0,1.0,,,3.0,14.0,9.0,,,,,,,,,1.0,
0,,14.0,9.0,14.0,,,29.0,30.0,9.0,,,,,,1.0,,,21.0,
0,,9.0,11.0,13.0,3.0,2.0,12.0,18.0,17.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,
0,,1.0,7.0,4.0,,,11.0,32.0,33.0,2.0,1.0,,,1.0,,3.0,,,1.0
0,,14.0,10.0,6.0,1.0,,20.0,27.0,33.0,1.0,4.0,,,,7.0,,,,
0,,,3.0,7.0,,,2.0,6.0,11.0,1.0,,,,,1.0,,,,
0,,,12.0,11.0,1.0,3.0,8.0,8.0,9.0,,,,,1.0,,,,2.0,
0,,,9.0,2.0,,6.0,7.0,17.0,6.0,1.0,1.0,,,,1.0,,,1.0,
0,,2.0,,11.0,1.0,,10.0,6.0,12.0,2.0,,,,,,,,,
0,,3.0,5.0,3.0,,,1.0,4.0,8.0,,,,,,,,,,
